"ID";"kraj";"okres";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"Mat_SJ";"Mat_M";"Mat_MJ";"Mat_SJaSL";"Mat_AJB1";"Mat_AJB2";"Mat_AJC1";"Mat_NJB1";"Mat_NJB2";"Mat_NJC1";"T9_SJ";"T9_M";"T9_MJ";"T9_SJaSL";"riad_skoly";"podm_VaV";"VV_proces";"insp_9R_SJ";"insp_4R_Pri";"insp_9r_Fyz";"insp_9R_Pri";"ucasti";"Kom_M";"Kom_SJ";"mimo_vysl";"nezam";"nezam_okres";"prijati_VS";"uspesnost_VS";"poc_ucitelov";"IKT";"kval";"rozpocet";"vlastne_zdroje"
"2997";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 240";"Ve¾kı Slavkov";"05991";;;;;;;;;;;"52,9";"46,7";;;;;;;;;;;;;;;;;;"6,91824";;;;
"2999";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Vikartovce 6";"Vikartovce";"05919";;;;;;;;;;;"58,1";"58,3";;;;;;;;;;;;;;;;;;"7,50988";;;;
"3001";"Prešovskı";"Poprad";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Vydrník 121";"Vydrník";"05914";;;;;;;;;;;;;;;"65,9091";"87,5";"62,3626";;;;;;;;;;;;;"9,09091";;;;
"3003";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Dolnı Smokovec 21";"Vysoké Tatry";"05981";;;;;;;;;;;"43";"42,2";;;;;;;;;;;;;;;;;;"13,1579";;;;
"3004";"Prešovskı";"Poprad";"Krajskı úrad, Okresnı úrad";"ZŠ pri zdravotníckom zariadení";"Slovenskı";"Špeciálna základná škola";"ZŠ s MŠ pri ZZ";"Dolnı Smokovec 70";"Vysoké Tatry";"05981";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3005";"Prešovskı";"Poprad";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Hornı Smokovec 26";"Vysoké Tatry";"06201";"40,9";;;;"48,5";;;"31";;;;;;;"62,3";"67,61";;;;;;;;;;;;;;"12,0996";;;;
"3006";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Tatranská Lomnica 123";"Vysoké Tatry";"05960";;;;;;;;;;;"64,4";"61,5";;;;;;;;;;;;;;;;;;"13,9303";;;;
"3007";"Prešovskı";"Poprad";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Tatranská Lomnica 123";"Vysoké Tatry";"05960";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4,85437";;;;
"3008";"Prešovskı";"Poprad";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Vyšné Hágy 29";"Vysoké Tatry";"05984";;;;;;;;;;;;;;;"98,3333";"81,9444";"74,2765";;;;;;;;;;;;;"20";;;;
"3009";"Prešovskı";"Poprad";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"diar 255";"diar";"05955";;;;;;;;;;;"66,9";"69,4";;;;;;;;;;;;;;;;;;"9,21986";;;;
"3010";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Abranovce 29";"Abranovce";"08252";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"9,09091";;;;
"3011";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Bajerov 96";"Bajerov";"08241";;;;;;;;;;;"38,7";"31,3";;;;;;;;;;;;;;;;;;"16,9118";;;;
"3012";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Bertotovce 91";"Bertotovce";"08235";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"13,0435";;;;
"3013";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Bzenov 143";"Bzenov";"08242";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"15,7895";;;;
"3014";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Èelovce 41";"Èelovce";"08214";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3015";"Prešovskı";"Prešov";"Cirkev, cirkevné spoloèenstvo";"Praktická škola internátna";"Slovenskı";"Špeciálna stredná škola";"Ev.sp.šk.i. - PŠ inter.";"Èervenica 114";"Èervenica";"08207";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"33,3333";;;;
"3016";"Prešovskı";"Prešov";"Cirkev, cirkevné spoloèenstvo";"ŠZŠ pre hluchoslepıch intern.";"Slovenskı";"Špeciálna základná škola";"Ev.sp.šk.i.- ŠZŠhs.int.";"Èervenica 114";"Èervenica";"08207";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3017";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Èervenica 61";"Èervenica";"08207";;;;;;;;;;;"32,7";"25,8";;;;;;;;;;;;;;;;;;"8,58896";;;;
"3018";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Demjata 57";"Demjata";"08213";;;;;;;;;;;;;;;"67,8571";"91,0448";"80,4983";;;;;;;;;;;;;"11,3636";;;;
"3019";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Nám. kpt. Nálepku 12";"Drienov";"08204";;;;;;;;;;;"67,5";"65,8";;;;;;;;;;;;;;;;;;"10,4396";;;;
"3020";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Drienovská Nová Ves 50";"Drienovská Nová Ves";"08201";;;;;;;;;;;;;;;"71,6418";"80,4348";"53,1165";;;;;;;;;;;;;"11,7647";;;;
"3021";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Grófske nádvorie 2";"Fintice";"08216";;;;;;;;;;;"52,1";"52,7";;;;;;;;;;;;;;;;;;"7,84314";;;;
"3022";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Frièovce 21";"Frièovce";"08237";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"11,3208";;;;
"3023";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Fulianka 9";"Fulianka";"08212";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"15,7895";;;;
"3024";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Gregorovce 93";"Gregorovce";"08266";;;;;;;;;;;;;;;"70,2703";"81,25";"52,4194";;;;;;;;;;;;;"26,6667";;;;
"3026";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hermanovce 374";"Hermanovce";"08235";;;;;;;;;;;"56,7";"50,7";;;;;;;;;;;;;;;;;;"11,2613";;;;
"3027";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hrabkov 159";"Hrabkov";"08233";;;;;;;;;;;"52,1";"65,8";;;;;;;;;;;;;;;;;;"18,75";;;;
"3028";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Chme¾ov 161";"Chme¾ov";"08215";;;;;;;;;;;;;;;"28,0488";"26,3158";"47,556";;;;;;;;;;;;;"13,8462";;;;
"3030";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 28";"Chminianska Nová Ves";"08233";;;;;;;;;;;"57,7";"58,1";;;"60,9756";"78,0822";"71,0135";;;;;;;;;;;;;"8,35735";;;;
"3031";"Prešovskı";"Prešov";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"Spojená škola - PŠ";"Chminianske Jakubovany 21";"Chminianske Jakubovany";"08233";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"25";;;;
"3032";"Prešovskı";"Prešov";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠ";"Chminianske Jakubovany 21";"Chminianske Jakubovany";"08233";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3033";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Kapušany 367";"Kapušany";"08212";;;;;;;;;;;"58,8";"63,5";;;"100";"87,1429";"70,9791";;;;;;;;;;;;;"8,45361";;;;
"3034";"Prešovskı";"Prešov";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"CZŠ sv. Michala";"Kendice 424";"Kendice";"08201";;;;;;;;;;;"63,5";"63";;;"68,18";"83,67";"68,64";;;;;;;;;;;;;"7,76256";;;;
"3036";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Kojatice 84";"Kojatice";"08232";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"11,5385";;;;
"3037";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Kokošovce 121";"Kokošovce";"08252";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"11,7647";;;;
"3038";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Lada 97";"Lada";"08212";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"35,7143";;;;
"3040";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Lemešany 154";"Lemešany";"08203";;;;;;;;;;;"66,1";"80";;;"96,748";"87,3239";"62,58";;;;;;;;;;;;;"9,64912";;;;
"3041";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Lesíèek 53";"Lesíèek";"08207";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"8,69565";;;;
"3042";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Lièartovce 56";"Lièartovce";"08203";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"12";;;;
"3044";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Lipovce 125";"Lipovce";"08236";;;;;;;;;;;"35";"18,3";;;;;;;;;;;;;;;;;;"14,4578";;;;
"3045";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Stránická 26";"¼ubotice";"08006";;;;;;;;;;;"61,1";"61,3";;;;;;;;;;;;;;;;;;"6,96864";;;;
"3046";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"¼ubovec 35";"¼ubovec";"08242";;;;;;;;;;;;;;;"98,51";"93,18";"74,66";;;;;;;;;;;;;"4,16667";;;;
"3047";"Prešovskı";"Prešov";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Malı Slivník 28";"Malı Slivník";"08267";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3048";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Medzany 182";"Medzany";"08221";;;;;;;;;;;"65,6";"60";;;;;;;;;;;;;;;;;;"8,96552";;;;
"3050";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Mirkovce 37";"Mirkovce";"08206";;;;;;;;;;;;;;;"51,8987";"75";"54,803";;;;;;;;;;;;;"10,1124";;;;
"3051";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Nemcovce 62";"Nemcovce";"08212";;;;;;;;;;;;;;;"64,7059";"75";"62,967";;;;;;;;;;;;;"50";;;;
"3052";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Okruná 63";"Okruná";"08212";;;;;;;;;;;;;;;"91,9643";"77,1429";"80,6";;;;;;;;;;;;;"20";;;;
"3053";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Ovèie 34";"Ovèie";"08238";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"15";;;;
"3055";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Petrovany 274";"Petrovany";"08253";;;;;;;;;;;"42,7";"40,7";;;;;;;;;;;;;;;;;;"8,47458";;;;
"3056";"Prešovskı";"Prešov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Podhorany 109";"Podhorany";"08212";;;;;;;;;;;;;;;"32,0513";"76,087";"52,3835";;;;;;;;;;;;;"10,7143";;;;
"3057";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Bajkalská 29";"Prešov";"08001";;;;;;;;;;;"62,7";"66,2";;;;;;;;;;;;;;;;;;"7,25";;;;
"3058";"Prešovskı";"Prešov";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"Str. priemyselná škola";"Bardejovská 24";"Prešov";"08001";"33,8";;;;"52,7";;;;;;;;;;;;;;;;;;;;;;;;;"10,989";;;;
"3059";"Prešovskı";"Prešov";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Baštová 23";"Prešov";"08001";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"5,35506";;;;
"3060";"Prešovskı";"Prešov";"Samosprávny kraj";"Hotelová akadémia";"Slovenskı";"Stredná odborná škola";"Hotelová akadémia";"Baštová 32";"Prešov";"08085";"46,9";"20";;;"60,4";"79,7";;"40";;;;;;;"70,11";"95,31";"56,4";;;;;;;;;;;;;"10,5364";;;;
"3061";"Prešovskı";"Prešov";"Cirkev, cirkevné spoloèenstvo";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Cirkevná ZŠ s MŠ";"Bernolákova 21";"Prešov";"08001";;;;;;;;;;;"62,8";"62,8";;;"78,0488";"88,8889";"82,2034";;;;;;;;;;;;;"10,5769";;;;
"3062";"Prešovskı";"Prešov";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium P. P. Gojdièa";"Bernolákova 21";"Prešov";"08001";"53,5";"56,7";;;;"54,5";;;;;;;;;;;;;;;;;;;;;;;;"18,8525";;;;
"3064";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Èeskoslovenskej armády 2";"Prešov";"08001";;;;;;;;;;;"69";"68,7";;;;;;;;;;;;;;;;;;"6,74394";;;;
"3065";"Prešovskı";"Prešov";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"SPŠ strojnícka";"Duklianska 1";"Prešov";"08001";"43,4";"27,5";;;"52,7";;;;;;;;;;;;;;;;;;;;;;;;;"9,34579";;;;
"3066";"Prešovskı";"Prešov";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Zákl.škola sv. Mikuláša";"Duklianska 16";"Prešov";"08001";;;;;;;;;;;"57,3";"56,1";;;;;;;;;;;;;;;;;;"7,51445";;;;
"3067";"Prešovskı";"Prešov";"Cirkev, cirkevné spoloèenstvo";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Cirkevná ZUŠ";"Duklianska 16";"Prešov";"08001";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"6,54596";;;;
"3068";"Prešovskı";"Prešov";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium sv. Mikuláša";"Duklianska 16";"Prešov";"08001";"65,9";"48,6";;;;"61,8";;;;;"74,3";"68,9";;;"80,4124";"92,1053";"64,7935";;;;;;;;;;;;;"7,97546";;;;
"3069";"Prešovskı";"Prešov";"Krajskı úrad, Okresnı úrad";"ZŠ pre sluchovo postihnutıch i";"Slovenskı";"Špeciálna základná škola";"Spojená škola-ZŠsl.p.i.";"Duklianska 2";"Prešov";"08001";;;;;;;;;;;"36,7";"15";;;;;;;;;;;;;;;;;;;;;;
"3070";"Prešovskı";"Prešov";"Krajskı úrad, Okresnı úrad";"ZŠ pre iakov s naruš.komun.i.";"Slovenskı";"Špeciálna základná škola";"Spoj. škola - ZŠnks.i";"Duklianska 2";"Prešov";"08001";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3071";"Prešovskı";"Prešov";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre sluchovo postihn.int.";"Slovenskı";"Špeciálna základná škola";"Spoj. škola -ŠZŠsl.p.i.";"Duklianska 2";"Prešov";"08001";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3072";"Prešovskı";"Prešov";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre iakov s naruš.komun.i";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠ nks";"Duklianska 2";"Prešov";"08001";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3073";"Prešovskı";"Prešov";"Krajskı úrad, Okresnı úrad";"OU pre sluchovo postihnutıch i";"Slovenskı";"Špeciálna stredná škola";"Spojená školaò-OUIsl.p.";"Duklianska 2";"Prešov";"08001";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3074";"Prešovskı";"Prešov";"Krajskı úrad, Okresnı úrad";"SOŠ pre sluchovo postihn.int.";"Slovenskı";"Špeciálna stredná škola";"Spoj. škola -SOŠsl.p.i.";"Duklianska 2";"Prešov";"08001";"41,4";;;;"41,7";;;;;;;;;;;;;;;;;;;;;;;;;"33,3333";;;;
"3075";"Prešovskı";"Prešov";"Súkromník";"ŠZŠ pre iakov s autizmom";"Slovenskı";"Základná škola";"Súkromná ZŠ pre iakov s autizmom";"Vodárenská 3";"Prešov";"08001";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3076";"Prešovskı";"Prešov";"Súkromník";"ZŠ pri zdravotníckom zariadení";"Slovenskı";"Špeciálna základná škola";"Súkromná základná škola pri zdrav. zar.";"Hollého 14";"Prešov";"08181";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3077";"Prešovskı";"Prešov";"Cirkev, cirkevné spoloèenstvo";"Stredná zdravotnícka škola";"Slovenskı";"Stredná odborná škola";"Str. zdravotnícka škola";"Kmeovo stromoradie 1";"Prešov";"08001";"40,8";;;;"40,2";;;"31,5";;;;;;;;;;;;;;;;;;;;;;"15,2727";;;;
"3078";"Prešovskı";"Prešov";"Samosprávny kraj";"Pedagog. a sociálna akadémia";"Slovenskı";"Stredná odborná škola";"Pedagogická a soc.akad.";"Kmeovo stromoradie 5";"Prešov";"08001";"49,5";;;;"48,2";"54,7";;"55,2";;;;;;;;;;;;;;;;;;;;;;"9,447";;;;
"3079";"Prešovskı";"Prešov";"Samosprávny kraj";"SOŠ lesnícka";"Slovenskı";"Stredná odborná škola";"Spojená škola - SLŠ";"Kollárova 10";"Prešov";"08001";"37";;;;"30,8";;;"24,7";;;;;;;;;;;;;;;;;;;;;;"10,7492";;;;
"3080";"Prešovskı";"Prešov";"Samosprávny kraj";"Gymnázium";"Slovenskı a Anglickı bil.";"Gymnázium";"Gymnázium";"Konštantínova 2";"Prešov";"08001";"64,2";"54,5";;;;"62,2";"68,2";;;"66,3";"76,5";"74,4";;;;;;;;;;;;;;;;;;"8,85781";;;;
"3081";"Prešovskı";"Prešov";"Samosprávny kraj";"SOŠ dopravná";"Slovenskı";"Stredná odborná škola";"SOŠ dopravná";"Konštantínova 2";"Prešov";"08001";"43,2";;;;"53";;;;;;;;;;;;;;;;;;;;;;;;;"11,0266";;;;
"3082";"Prešovskı";"Prešov";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Košická 20";"Prešov";"08001";"38,9";;;;"37";"60";;;;;;;;;"96,06";"84,93";;;;;;;;;;;;;;"14,8438";;;;
"3083";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Kúpe¾ná 2";"Prešov";"08001";;;;;;;;;;;"70";"73,5";;;"96,23";"97,73";"88,55";;;;;;;;;;;;;"6,25767";;;;
"3085";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Lesnícka 1";"Prešov";"08005";;;;;;;;;;;"52";"53,1";;;"75,5906";"73,9726";"65,1313";;;;;;;;;;;;;"6,88259";;;;
"3086";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Májové námestie 1";"Prešov";"08001";;;;;;;;;;;"74,3";"74,4";;;"95,1219";"86,1111";"78,3871";;;;;;;;;;;;;"6,97368";;;;
"3087";"Prešovskı";"Prešov";"Krajskı úrad, Okresnı úrad";"Odborné uèilište internátne";"Slovenskı";"Špeciálna stredná škola";"Odborné uèilište int.";"Masarykova 11174/20D";"Prešov";"08001";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"15,3333";;;;
"3088";"Prešovskı";"Prešov";"Krajskı úrad, Okresnı úrad";"Praktická škola internátna";"Slovenskı";"Špeciálna stredná škola";"Spojená škola int.- PŠI";"Masarykova 11175/20C";"Prešov";"08001";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"21,7391";;;;
"3089";"Prešovskı";"Prešov";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Spojená škola int.-ŠZŠi";"Masarykova 11175/20C";"Prešov";"08001";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3090";"Prešovskı";"Prešov";"Súkromník";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkromná SOŠ";"Masarykova 2";"Prešov";"08001";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"72,7273";;;;
"3092";"Prešovskı";"Prešov";"Samosprávny kraj";"SOŠ podnikania";"Slovenskı";"Stredná odborná škola";"SOŠ podnikania";"Masarykova 24";"Prešov";"08179";"43,2";;;;"55";"67,5";;"37,5";;;;;;;;;;;;;;;;;;;;;;"10,8696";;;;
"3093";"Prešovskı";"Prešov";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"Spojená škola - PŠ";"Matice slovenskej 11";"Prešov";"08001";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"20";;;;
"3094";"Prešovskı";"Prešov";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠ";"Matice slovenskej 11";"Prešov";"08001";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3095";"Prešovskı";"Prešov";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠ";"Matice slovenskej 11";"Prešov";"08001";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3100";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Matice slovenskej 13";"Prešov";"08001";;;;;;;;;;;"43,8";"38,8";;;"91,0569";"83,5616";"75,1613";;;;;;;;;;;;;"10,2564";;;;
"3101";"Prešovskı";"Prešov";"Obèianske zdruenia";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"Súkrom. praktická škola";"Matice slovenskej 13";"Prešov";"08001";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"20";;;;
"3102";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Mirka Nešpora 2";"Prešov";"08001";;;;;;;;;;;"64,8";"67,5";;;;;;;;;;;;;;;;;;"6,92464";;;;
"3103";"Prešovskı";"Prešov";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium J. A. Raymana";"Mudroòova 20";"Prešov";"08001";"66,3";"58,4";;;;"63,2";;;;;"81,3";"92,6";;;;;;;;;;;;;;;;;;"7,21805";;;;
"3104";"Prešovskı";"Prešov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Mukaèevská 1";"Prešov";"08001";;;;;;;;;;;"59,4";"56,9";;;;;;;;;;;;;;;;;;"7,53968";;;;
"3105";"Prešovskı";"Prešov";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Nám. legionárov 6";"Prešov";"08001";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"5,08475";;;;
"3106";"Prešovskı";"Prešov";"Cirkev, cirkevné spoloèenstvo";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Ev.spoj.škola-Ev. ZŠsMŠ";"Námestie legionárov 3";"Prešov";"08001";;;;;;;;;;;"62,4";"66,9";;;;;;;;;;;;;;;;;;"10,0775";;;;
"3107";"Prešovskı";"Prešov";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"Ev.spoj.šk.-Ev.kol.gym.";"Námestie legionárov 3";"Prešov";"08001";"66";"55";;;;"54,1";;;"43,9";;;;;;"87,7";"94,44";"74,85";;;;;;;;;;;;;"11,0132";;;;
"3108";"Prešovskı";"Prešov";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Októbrová 32";"Prešov";"08001";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1,29032";;;;
"3109";"Prešovskı";"Prešov";"Súkromník";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Súkr. obchodná akadémia";"Petrovianska 34";"Prešov";"08005";"49,3";;;;"59";;;;;;;;;;;;;;;;;;;;;;;;;"13,1579";;;;
"3110";"Prešovskı";"Prešov";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"SPŠ elektrotechnická";"Plzenská 1";"Prešov";"08001";"54,9";"49,8";;;"64,2";"71,5";;;;;;;;;;;;;;;;;;;;;;;;"8,19209";;;;
"3111";"Prešovskı";"Prešov";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"SPŠ stavebná";"Plzenská 10";"Prešov";"08001";"42,3";"38,3";;;"43,7";"47,1";;;;;;;;;;;;;;;;;;;;;;;;"9,45455";;;;
"3112";"Prešovskı";"Prešov";"Obèianske zdruenia";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkromná SOŠ";"Pod Kalváriou 36";"Prešov";"08001";"37,2";;;;"28,3";;;;;;;;;;"92,9134";"78,0822";"65,47";;;;;;;;;;;;;"9,96678";;;;
