"ID";"kraj";"okres";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"Mat_SJ";"Mat_M";"Mat_MJ";"Mat_SJaSL";"Mat_AJB1";"Mat_AJB2";"Mat_AJC1";"Mat_NJB1";"Mat_NJB2";"Mat_NJC1";"T9_SJ";"T9_M";"T9_MJ";"T9_SJaSL";"riad_skoly";"podm_VaV";"VV_proces";"insp_9R_SJ";"insp_4R_Pri";"insp_9r_Fyz";"insp_9R_Pri";"ucasti";"Kom_M";"Kom_SJ";"mimo_vysl";"nezam";"nezam_okres";"prijati_VS";"uspesnost_VS";"poc_ucitelov";"IKT";"kval";"rozpocet";"vlastne_zdroje"
"97";"Bratislavskı";"Bratislava II";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"itavská 1";"Bratislava - Vrakuòa";"82107";;;;;;;;;;;"50,7";"49,5";;;"94,5055";"100";"71,7384";;;;;;;;;;;;;"7,46667";;;;
"98";"Bratislavskı";"Bratislava II";"Súkromník";"Gymnázium";"Slovenskı";"Gymnázium";"Súkromné gymnázium";"Váska 32";"Bratislava - Vrakuòa";"82107";"48,6";"49,2";;;;"63,9";;;;;"65";"52,8";;;"72,88";"94,29";"79,06";;;;;;;;;;;;;"14,2857";;;;
"99";"Bratislavskı";"Bratislava III";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Cádrova 23";"Bratislava - Nové Mesto";"83101";;;;;;;;;;;"70,6";"62,7";;;;;;;;;;;;;;;;;;"6,74487";;;;
"100";"Bratislavskı";"Bratislava III";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium škol. bratov";"Èachtická 14";"Bratislava - Raèa";"83106";"62,3";"62,9";;;;"67";;;"76,7";;"75,5";"81,3";;;"89,53";"97,5";"75,82";;;;;;;;;;;;;"11,33";;;;
"101";"Bratislavskı";"Bratislava III";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Èeská 10";"Bratislava - Nové Mesto";"83103";;;;;;;;;;;"68,4";"64,4";;;;;;;;;;;;;;;;;;"6,75676";;;;
"102";"Bratislavskı";"Bratislava III";"Súkromník";"Gymnázium";"Slovenskı a Anglickı bil.";"Gymnázium";"Súkromné gymnázium";"Èeská 10";"Bratislava - Nové Mesto";"83103";"60,9";"52,4";;;;"71,6";"60,6";;;;;;;;"97,6923";"85,1351";"76,3566";;;;;;;;;;;;;"10,0559";;;;
"104";"Bratislavskı";"Bratislava III";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Cirkevná základná škola";"Detvianska 24";"Bratislava - Raèa";"83106";;;;;;;;;;;"57,1";"63,2";;;;;;;;;;;;;;;;;;"11,1801";;;;
"105";"Bratislavskı";"Bratislava III";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Hálkova 54";"Bratislava - Nové Mesto";"83103";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"6,25";;;;
"108";"Bratislavskı";"Bratislava III";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"SOŠ";"Hlinícka 1";"Bratislava - Raèa";"83401";"41,7";"13,9";;;"57,3";"77,4";;"40,6";;;;;;;;;;;;;;;;;;;;;;"8,15451";;;;
"109";"Bratislavskı";"Bratislava III";"Krajskı úrad, Okresnı úrad";"ZŠ pre sluchovo postihnutıch i";"Slovenskı";"Špeciálna základná škola";"SŠ - ZŠ sluch.pos.-int.";"Hrdlièkova 17";"Bratislava - Nové Mesto";"83320";;;;;;;;;;;"43,3";"31,7";;;;;;;;;;;;;;;;;;;;;;
"110";"Bratislavskı";"Bratislava III";"Krajskı úrad, Okresnı úrad";"ZŠ pre iakov s naruš.komun.i.";"Slovenskı";"Špeciálna základná škola";"SŠ - ZŠ nar.kom.schop.i";"Hrdlièkova 17";"Bratislava - Nové Mesto";"83101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"111";"Bratislavskı";"Bratislava III";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre sluchovo postihn.int.";"Slovenskı";"Špeciálna základná škola";"SŠ - ŠZŠ pre sl.p.i.";"Hrdlièkova 17";"Bratislava - Nové Mesto";"83101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"112";"Bratislavskı";"Bratislava III";"Krajskı úrad, Okresnı úrad";"ZŠ pri špec.vıchovn.zariadení";"Slovenskı";"Špeciálna základná škola";"Základná škola pri LVS";"Hrdlièkova 21";"Bratislava - Nové Mesto";"83101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"113";"Bratislavskı";"Bratislava III";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Hubeného 23";"Bratislava - Raèa";"83408";"57,7";"70";;;;"65,5";;;"36,1";;"77,2";"83,2";;;;;;;;;;;;;;;;;;"8,06452";;;;
"114";"Bratislavskı";"Bratislava III";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hubeného 25";"Bratislava - Raèa";"83153";;;;;;;;;;;"66,7";"74,2";;;"100";"87,5";"90,4957";;;;;;;;;;;;;"6,20592";;;;
"115";"Bratislavskı";"Bratislava III";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Jeséniova 54";"Bratislava - Nové Mesto";"83101";;;;;;;;;;;"81";"81,4";;;;;;;;;;;;;;;;;;"6,39535";;;;
"116";"Bratislavskı";"Bratislava III";"Samosprávny kraj";"SOŠ knihov. a infor. štúdií";"Slovenskı";"Stredná odborná škola";"SOŠ  knih.a inf.štúdií";"Kadnárova 7";"Bratislava - Raèa";"83414";"49,8";;;;"52,4";"63,1";;;;;;;;;;;;;;;;;;;;;;;;"10,4101";;;;
"119";"Bratislavskı";"Bratislava III";"Krajskı úrad, Okresnı úrad";"ZŠ pri zdravotníckom zariadení";"Slovenskı";"Špeciálna základná škola";"Základná škola pri DFN";"Limbová 1";"Bratislava - Nové Mesto";"83340";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"120";"Bratislavskı";"Bratislava III";"Samosprávny kraj";"Hotelová akadémia";"Slovenskı";"Stredná odborná škola";"Hotelová akadémia";"Mikovíniho 1";"Bratislava - Nové Mesto";"83102";"51,1";"18,3";;;"53,1";"69,4";;"43,7";;;;;;;;;;;;;;;;;;;;;;"10,9777";;;;
"122";"Bratislavskı";"Bratislava III";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"SOŠ";"Na pántoch 9";"Bratislava - Raèa";"83106";"33,7";;;;"40,1";;;"33";;;;;;;;;;;;;;;;;;;;;;"12,5";;;;
"123";"Bratislavskı";"Bratislava III";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Odborárska 2";"Bratislava - Nové Mesto";"83102";;;;;;;;;;;"49,6";"55,6";;;;;;;;;;;;;;;;;;"7,38007";;;;
"124";"Bratislavskı";"Bratislava III";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Oslobodite¾ská 1";"Bratislava - Vajnory";"83107";;;;;;;;;;;"64,9";"59";;;;;;;;;;;;;;;;;;"5,68475";;;;
"125";"Bratislavskı";"Bratislava III";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Cirkevná základná škola";"Oslobodite¾ská 27";"Bratislava - Vajnory";"83107";;;;;;;;;;;"70";"72";;;"100";"95,7143";"84,5413";;;;;;;;;;;;;"7,98122";;;;
"126";"Bratislavskı";"Bratislava III";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Oslobodite¾ská 27";"Bratislava - Vajnory";"83107";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"127";"Bratislavskı";"Bratislava III";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Raèianska 105";"Bratislava - Nové Mesto";"83102";"46,9";;;;"47,2";;;"47,2";;;;;;;;;;;;;;;;;;;;;;"9,81132";;;;
"128";"Bratislavskı";"Bratislava III";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"Raèianska 107";"Bratislava - Nové Mesto";"83102";"53,3";;;;"66,8";"64";;;;;;;;;"79,55";"84,93";;;;;;;;;;;;;;"8,3871";;;;
"129";"Bratislavskı";"Bratislava III";"Samosprávny kraj";"SOŠ polygrafická";"Slovenskı";"Stredná odborná škola";"SOŠ polygrafická";"Raèianska 190";"Bratislava - Nové Mesto";"83526";"46,1";"18,3";;;"65,5";"68,9";;;;;;;;;;;;;;;;;;;;;;;;"11,1111";;;;
"130";"Bratislavskı";"Bratislava III";"Samosprávny kraj";"SOŠ chemická";"Slovenskı";"Stredná odborná škola";"Spojená škola - SOŠ";"Raèianska 78";"Bratislava - Nové Mesto";"83602";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"131";"Bratislavskı";"Bratislava III";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Riazanská 75";"Bratislava - Nové Mesto";"83103";;;;;;;;;;;"50,3";"58,3";;;;;;;;;;;;;;;;;;"7,34266";;;;
"132";"Bratislavskı";"Bratislava III";"Súkromník";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkromná SOŠ HOST";"Riazanská 75";"Bratislava - Nové Mesto";"83103";"44,8";;;;"54,7";"68,3";;;;;;;;;;;;;;;;;;;;;;;;"12,987";;;;
"133";"Bratislavskı";"Bratislava III";"Samosprávny kraj";"SOŠ elektrotechnická";"Slovenskı";"Stredná odborná škola";"SOŠ elektrotechnická";"Rybnièná 59";"Bratislava - Vajnory";"83107";"35,4";;;;"50,2";;;;;;;;;;;;;;;;;;;;;;;;;"11,8812";;;;
"134";"Bratislavskı";"Bratislava III";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Sibírska 39";"Bratislava - Nové Mesto";"83102";;;;;;;;;;;"67,7";"75,1";;;;;;;;;;;;;;;;;;"6,8323";;;;
"135";"Bratislavskı";"Bratislava III";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Tbiliská 4";"Bratislava - Raèa";"83106";;;;;;;;;;;"64";"66,2";;;"100";"100";"87,1586";;;;;;;;;;;;;"6,28834";;;;
"136";"Bratislavskı";"Bratislava III";"Obec";"ZŠ pre intelektovo nadané deti";"Slovenskı";"Základná škola";"Škola pre mimoriadne nadané deti (ZŠ)";"Teplická 7";"Bratislava - Nové Mesto";"83102";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"8,07453";;;;
"137";"Bratislavskı";"Bratislava III";"Samosprávny kraj";;"Slovenskı";"Gymnázium";"Škola pre mimoriadne nadané deti - Gymnázium";"Teplická 7";"Bratislava - Nové Mesto";"83102";"70,7";"52,4";;;;"83,9";;;;;"84,6";"88,3";;;;;;;;;;;;;;;;;;"10,0213";;;;
"138";"Bratislavskı";"Bratislava III";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Vajnorská 19";"Bratislava - Nové Mesto";"83103";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2,27273";;;;
"139";"Bratislavskı";"Bratislava III";"Obèianske zdruenia";"Základná škola";"Slovenskı";"Základná škola";"Súkromná ZŠ waldorfská";"Vihorlatská 10";"Bratislava - Nové Mesto";"83104";;;;;;;;;;;"75,1";"75,9";;;;;;;;;;;;;;;;;;"10";;;;
"140";"Bratislavskı";"Bratislava III";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Vrbenského 1";"Bratislava - Raèa";"83153";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"5,06823";;;;
"141";"Bratislavskı";"Bratislava III";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Za kasáròou 2";"Bratislava - Nové Mesto";"83103";;;;;;;;;;;"68,5";"68,3";;;;;;;;;;;;;;;;;;"6,38298";;;;
"143";"Bratislavskı";"Bratislava IV";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ ALKANA";"Batkova 2";"Bratislava - Dúbravka";"84101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3,03797";;;;
"144";"Bratislavskı";"Bratislava IV";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Batkova 2";"Bratislava - Dúbravka";"84101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"5,44554";;;;
"145";"Bratislavskı";"Bratislava IV";"Súkromník";"Gymnázium";"Slovenskı";"Gymnázium";"Súkr. gymnázium ALKANA";"Batkova 2";"Bratislava - Dúbravka";"84101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"146";"Bratislavskı";"Bratislava IV";"Súkromník";"Gymnázium";"Slovenskı";"Gymnázium";"Súkromné gymnázium";"Batkova 2";"Bratislava - Dúbravka";"84101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"147";"Bratislavskı";"Bratislava IV";"Súkromník";"Konzervatórium";"Slovenskı";"Konzervatórium";"Súkr. konzervatórium AL";"Batkova 2";"Bratislava - Dúbravka";"84101";"58,4";;;;"72,9";;;;;;;;;;;;;;;;;;;;;;;;;"46,6667";;;;
"148";"Bratislavskı";"Bratislava IV";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Beòovského 1";"Bratislava - Dúbravka";"84101";;;;;;;;;;;"66,4";"76,8";;;"100";"88,8889";"83,0602";;;;;;;;;;;;;"6,32653";;;;
"149";"Bratislavskı";"Bratislava IV";"Krajskı úrad, Okresnı úrad";"Gymnázium";"Slovenskı a Nemeckı bil.";"Gymnázium";"Gymnázium";"Bilíkova 24";"Bratislava - Dúbravka";"84419";"67,1";"90,2";;;;"69,3";"67,4";;;"73,5";"77,8";"85,6";;;"62,9921";"65,7534";"67,0608";;;;;;;;;;;;;"9,03674";;;;
"150";"Bratislavskı";"Bratislava IV";"Súkromník";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Súkromná ZŠ";"Bílikova 34";"Bratislava - Dúbravka";"84105";;;;;;;;;;;"75,6";"75,6";;;"90";"95,8904";"90,3084";;;;;;;;;;;;;"12,1951";;;;
"152";"Bratislavskı";"Bratislava IV";"Súkromník";"SOŠ veterinárna";"Slovenskı";"Stredná odborná škola";"Súkr. SOŠ veterinárna";"Bullova 2";"Bratislava - Dúbravka";"84420";"43,8";;;;"46,9";;;;;;;;;;;;;;;;;;;;;;;;;"18,2927";;;;
"153";"Bratislavskı";"Bratislava IV";"Samosprávny kraj";"Stredná pedagogická škola";"Slovenskı";"Stredná odborná škola";"Pedag.a sociál.akadémia";"Bullova 2";"Bratislava - Dúbravka";"84011";"49,8";;;;"54,6";"71,2";;"54,2";;;;;;;;;;;;;;;;;;;;;;"6,31808";;;;
"154";"Bratislavskı";"Bratislava II";"Súkromník";"Stredná pedagogická škola";"Slovenskı";"Stredná odborná škola";"Súkromná stredná pedagogická škola";"Bieloruská 1";"Bratislava - Podunajské Biskupice";"82106";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4,33604";;;;
"155";"Bratislavskı";"Bratislava IV";"Krajskı úrad, Okresnı úrad";"Praktická škola pre telesne p.";"Slovenskı";"Špeciálna stredná škola";"Praktická škola pre TP";"Dúbravská cesta 1";"Bratislava - Karlova Ves";"84525";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"24,1379";;;;
"156";"Bratislavskı";"Bratislava IV";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre telesne postihnutıch";"Slovenskı";"Špeciálna základná škola";"Špeciálna ZŠ pre TP";"Dúbravská cesta 1";"Bratislava - Karlova Ves";"84525";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"157";"Bratislavskı";"Bratislava IV";"Krajskı úrad, Okresnı úrad";"OU pre telesne postihnutıch";"Slovenskı";"Špeciálna stredná škola";"Odborné uèilište";"Dúbravská cesta 1";"Bratislava - Karlova Ves";"84529";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"25,8065";;;;
"158";"Bratislavskı";"Bratislava IV";"Samosprávny kraj";"Škola úitkového vıtvarníctva";"Slovenskı";"Stredná odborná škola";"Škola úit.vıtvarníctva";"Dúbravská cesta 11";"Bratislava - Karlova Ves";"84532";"52,7";;;;"54,2";"65,3";;;;;;;;;"71,65";"82,19";;;;;;;;;;;;;;"17,0068";;;;
"159";"Bratislavskı";"Bratislava IV";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hargašova 5";"Bratislava - Záhorská Bystrica";"84106";;;;;;;;;;;"70,4";"71";;;"98,7952";"94,8718";"81,3367";;;;;;;;;;;;;"5,84551";;;;
"160";"Bratislavskı";"Bratislava IV";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Istrijská 22";"Bratislava - Devínska Nová Ves";"84107";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"6,50995";;;;
"161";"Bratislavskı";"Bratislava IV";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ivana Bukovèana 3";"Bratislava - Devínska Nová Ves";"84108";;;;;;;;;;;"65,5";"70,5";;;;;;;;;;;;;;;;;;"6,94259";;;;
"162";"Bratislavskı";"Bratislava IV";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"SŠ - Praktická škola";"J. Valašana-Dolinského 1";"Bratislava - Dúbravka";"84101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"11,1111";;;;
"163";"Bratislavskı";"Bratislava IV";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"SŠ - Špeciálna ZŠ";"J. Valašana-Dolinského 1";"Bratislava - Dúbravka";"84101";;;;;;;;;;;"42,5";"44,6";;;;;;;;;;;;;;;;;;;;;;
"164";"Bratislavskı";"Bratislava IV";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"SŠ - Špeciálna ZŠ";"J. Valašana-Dolinského 1";"Bratislava - Dúbravka";"84101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"165";"Bratislavskı";"Bratislava IV";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"SŠ - Špeciálna ZŠ";"J. Valašana-Dolinského 1";"Bratislava - Dúbravka";"84101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"166";"Bratislavskı";"Bratislava IV";"Samosprávny kraj";"SOŠ automobilová";"Slovenskı";"Stredná odborná škola";"SOŠ";"Jána Jonáša 5";"Bratislava - Devínska Nová Ves";"84306";"35,8";;;;"49,7";;;"49,5";;;;;;;;;;;;;;;;;;;;;;"6,54912";;;;
"167";"Bratislavskı";"Bratislava IV";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Karloveská 3";"Bratislava - Karlova Ves";"84104";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"5,6524";;;;
"168";"Bratislavskı";"Bratislava IV";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Spojená škola sv. Františka z Assisi - ZŠ";"Karloveská 32";"Bratislava - Karlova Ves";"84104";;;;;;;;;;;"77,2";"78,6";;;;;;;;;;;;;;;;;;"7,03125";;;;
"169";"Bratislavskı";"Bratislava IV";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"Spojená škola sv. Františka z Assisi - Gymnázium";"Karloveská 32";"Bratislava - Karlova Ves";"84104";"63,8";"61,3";;;;"60,6";;;;;;;;;;;;;;;;;;;;;;;;"7,44681";;;;
"170";"Bratislavskı";"Bratislava IV";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Karloveská 61";"Bratislava - Karlova Ves";"84104";;;;;;;;;;;"66,1";"71,1";;;;;;;;;;;;;;;;;;"7,24947";;;;
"171";"Bratislavskı";"Bratislava IV";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"SPŠ elektrotechnická";"Karola Adlera 5";"Bratislava - Dúbravka";"84102";"51,7";"42";;;"61";"66,8";;;;;;;;;"72,9167";"93,75";;;;;;;;;;;;;;"11,674";;;;
"173";"Bratislavskı";"Bratislava IV";"Súkromník";"Gymnázium";"Anglickı";"Gymnázium";"Súkromné 8-r. gymnázium";"Kreme¾ská 2";"Bratislava - Devín";"84110";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"174";"Bratislavskı";"Bratislava IV";"Krajskı úrad, Okresnı úrad";"Gymnázium";"Slovenskı a Taliansky bil.";"Gymnázium";"Gymnázium";"Ladislava Sáru 1";"Bratislava - Karlova Ves";"84104";"58,9";"46,2";;;;"67,5";;;"56,9";;"77,5";"83,5";;;;;;;;;;;;;;;;;;"8,93561";;;;
"175";"Bratislavskı";"Bratislava IV";"Obèianske zdruenia";"ZŠ pre intelektovo nadané deti";"Slovenskı";"Základná škola";"Súkr. ZŠ - Cenada";"Majerníkova 60";"Bratislava - Karlova Ves";"84105";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"176";"Bratislavskı";"Bratislava IV";"Obèianske zdruenia";"Základná škola";"Slovenskı";"Základná škola";"Súkromná ZŠ-Esprit";"Majerníkova 62";"Bratislava - Karlova Ves";"84105";;;;;;;;;;;"68,6";"64,7";;;"82,0755";"91,4894";"75,8867";;;;;;;;;;;;;"15,6716";;;;
"177";"Bratislavskı";"Bratislava IV";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Majerníkova 62";"Bratislava - Karlova Ves";"84105";;;;;;;;;;;"62,9";"68,6";;;"87,5";"91,8919";"83,6762";;;;;;;;;;;;;"6,05505";;;;
"178";"Bratislavskı";"Bratislava IV";"Obèianske zdruenia";"Gymnázium";"Slovenskı";"Gymnázium";"Súkromné gymnázium";"Majerníkova 62";"Bratislava - Karlova Ves";"84105";"59,4";;;;;"64";;;;;;;;;"96,8";"90,2778";"85,6764";;;;;;;;;;;;;"66,6667";;;;
"179";"Bratislavskı";"Bratislava IV";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Malokarpatské nám. 1";"Bratislava - Lamaè";"84103";;;;;;;;;;;"76,4";"72,6";;;;;;;;;;;;;;;;;;"7,25953";;;;
"180";"Bratislavskı";"Bratislava IV";"Inı";"SOŠ pre telesne postihnutıch";"Slovenskı";"Špeciálna stredná škola";"SOŠ pre iakov s TP";"Mokrohájska cesta 1";"Bratislava - Karlova Ves";"84240";"42,8";;;;"63,1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"181";"Bratislavskı";"Bratislava IV";"Krajskı úrad, Okresnı úrad";"ZŠ pre telesne postihnutıch";"Slovenskı";"Špeciálna základná škola";"SŠ - ZŠ pre TP";"Mokrohájska cesta 3";"Bratislava - Karlova Ves";"84413";;;;;;;;;;;"44,3";"43,7";;;;;;;;;;;;;;;;;;;;;;
"182";"Bratislavskı";"Bratislava IV";"Krajskı úrad, Okresnı úrad";"SOŠ pre telesne postihnutıch";"Slovenskı";"Špeciálna stredná škola";"SŠ - OA preTP";"Mokrohájska cesta 3";"Bratislava - Karlova Ves";"84413";"44,4";;;;"29,6";;;;;;;;;;;;;;;;;;;;;;;;;"20,5479";;;;
"184";"Bratislavskı";"Bratislava IV";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Nejedlého 8";"Bratislava - Dúbravka";"84102";;;;;;;;;;;"49,3";"49,2";;;;;;;;;;;;;;;;;;"6,32054";;;;
"186";"Bratislavskı";"Bratislava IV";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Pavla Horova 16";"Bratislava - Devínska Nová Ves";"84108";;;;;;;;;;;"70,2";"71,6";;;"93,75";"95,9459";"82,7535";;;;;;;;;;;;;"6,50888";;;;
"187";"Bratislavskı";"Bratislava IV";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Pri kríi 11";"Bratislava - Dúbravka";"84102";;;;;;;;;;;"62";"60,6";;;"100";"97,83";"89,59";;;;;;;;;;;;;"5,25547";;;;
"188";"Bratislavskı";"Bratislava IV";"Obèianske zdruenia";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkr. ZUŠ ART PEGAS";"Pri Kríi 11";"Bratislava - Dúbravka";"84102";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"6,98529";;;;
"189";"Bratislavskı";"Bratislava IV";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Sokolíkova 2";"Bratislava - Dúbravka";"84101";;;;;;;;;;;"71,4";"81,6";;;;;;;;;;;;;;;;;;"5,97015";;;;
"190";"Bratislavskı";"Bratislava IV";"Krajskı úrad, Okresnı úrad";"ZŠ pre zrakovo postihnutıch i.";"Slovenskı";"Špeciálna základná škola";"SŠ -  ZŠI zrak.postih.";"Svrèia 6";"Bratislava - Karlova Ves";"84211";;;;;;;;;;;"64,3";"60,4";;;;;;;;;;;;;;;;;;;;;;
"191";"Bratislavskı";"Bratislava IV";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre zrakovo postihn.inter.";"Slovenskı";"Špeciálna základná škola";"SŠ - ŠZŠI zrak.postih.";"Svrèia 6";"Bratislava - Karlova Ves";"84211";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"192";"Bratislavskı";"Bratislava IV";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Spojená škola - ZŠ";"Tilgnerova 14";"Bratislava - Karlova Ves";"84105";;;;;;;;;;;"62,5";"67";;;;;;;;;;;;;;;;;;"6,57492";;;;
"193";"Bratislavskı";"Bratislava IV";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Spojená škola-Gymnázium";"Tilgnerova 14";"Bratislava - Karlova Ves";"84105";"70,5";"67,2";;;;"77,6";"67,6";;;;"77,4";"83,7";;;;;;;;;;;;;;;;;;"7,75681";;;;
"196";"Bratislavskı";"Bratislava IV";"Súkromník";"Základná škola";"Slovenskı";"Základná škola";"Súkromná ZŠ s MŠ Márie Montessori";"Borinská 23";"Bratislava - Lamaè";"84103";;;;;;;;;;;"75,3";"76";;;"88,1356";"89,0411";"74,87";;;;;;;;;;;;;"11,6667";;;;
"197";"Bratislavskı";"Bratislava V";"Cirkev, cirkevné spoloèenstvo";"Konzervatórium";"Slovenskı";"Konzervatórium";"Cirkevné konzervatórium";"Beòadická 16";"Bratislava - Petralka";"85106";"52,8";;;;"55,3";"63,7";;;;;;;;;;;;;;;;;;;;;;;;"34,1463";;;;
"198";"Bratislavskı";"Bratislava V";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Cirkevná ZŠ Narnia";"Beòadická 38";"Bratislava - Petralka";"85106";;;;;;;;;;;"67,1";"77,6";;;"89,4309";"81,4286";"81,7618";;;;;;;;;;;;;"10,3448";;;;
"199";"Bratislavskı";"Bratislava V";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı a Anglickı bil.";"Gymnázium";"Bilingválne gymnázium C. S. Lewisa";"Haanova 28";"Bratislava - Petralka";"85104";"66,6";"49";;;;;"73,4";;;;;;;;;;;;;;;;;;;;;;;"12,2727";;;;
